Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Easily the best of the Star Wars saga, sad but thrilling.",0.6249,0.231,0.319,0.449
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"It was incredible to see what is arguably the best of the Star Wars films, on the big screen again.",-0.1027,0.209,0.634,0.157
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"In Empire, creator George Lucas' childlike epic ventures into complex territory that gives the story a touch of psychological heft its siblings lack.",-0.3182,0.099,0.901,0.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"It's the best film of the series, and one of the greatest sci-fi flicks ever made.",0.8555,0.0,0.625,0.375
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The total effect is fast and attractive and occasionally amusing. Like a good hot dog, that's something of an achievement in a field where unpalatable junk is the rule.",0.8428,0.0,0.696,0.304
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"By far the best part of the trilogy, Empire is a classic that completely transcends its genre, with a reputation that can only grow and grow.",0.6369,0.0,0.846,0.154
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"A Star Wars that has not only lost much of its humor and charm but more important a good deal of its innocence, traveling in the process light years away from the shiny first magnitude of its original world.",0.9305,0.047,0.587,0.367
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"may always be the middle child of the Star Wars Trilogy, but it will always remain the stronges",-0.3182,0.119,0.881,0.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,I found myself glancing at my watch almost as often as I did when I was sitting through a truly terrible movie called The Island.,-0.0516,0.124,0.76,0.116
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,A superior motion picture!,0.5848,0.0,0.345,0.655
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"It is a visual extravaganza from beginning to end, one of the most visionary and inventive of all films.",0.5709,0.0,0.822,0.178
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"For many Star Wars fans, this second installment is the best of the George Lucas trilogy: a dark, ultimately melancholy, even philosophical episode that has no triumphant happy ending.",0.5574,0.207,0.524,0.269
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Star Wars made my eyes pop out when I first saw it in 1977!,-0.5983,0.245,0.755,0.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,It's impossible to imagine a person leaving the theatre feeling like he didn't get his money's worth.,0.5994,0.0,0.688,0.312
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,A dramatic illustration of the continued technical brilliance and leadership of the Lucas production team.,0.5994,0.0,0.769,0.231
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"This 1980 sequel is a stronger film with cooler effects, more action, a better storyline and superior wisecracks.",0.8393,0.058,0.531,0.411
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Bigger, better, faster, wiser and funnier than its predecessor!",0.7959,0.0,0.426,0.574
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"I think I can recite most of the dialogue from The Empire Strikes Back -- I mean, even R2's clicks and beeps. Isn't that sad?",0.0139,0.1,0.798,0.102
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"It balances bloodshed with charm, spectacle with childlike glee. It's a near flawless movie of its kind.",0.9274,0.0,0.469,0.531
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Nothing in the Star Wars canon betters this.,-0.5574,0.34,0.66,0.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The Empire Strikes Back is everything most Star Wars fans hoped it would be -- a colorful, exciting, witty and adventuresome continuation of the saga of Luke Skywalker.",0.2782,0.173,0.597,0.23
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The finest and most mature of the three.,0.4754,0.0,0.694,0.306
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The script again is imaginative and full of laughs. Poor Chewy remains the brunt of the many of the jokes.,0.2732,0.123,0.672,0.206
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"In the glory days of science fiction, critics wrote about the 'sense of wonder.' That's what The Empire Strikes Back creates in us",0.2263,0.16,0.648,0.191
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Genuinely powerful!,0.4753,0.0,0.244,0.756
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Loaded with perfectly timed comic relief and full of rich characters!,0.9041,0.0,0.417,0.583
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"I've always found Empire to be the Hamlet of science fiction, basically because nothing good happens to the hero in the entire story.",0.2946,0.089,0.778,0.133
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The most classic in its style, design and narrative.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The balance between action and mysticism in Empire provides fascinating energy.,0.6808,0.0,0.616,0.384
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The greatest episode of the Star Wars Trilogy!,0.2244,0.255,0.426,0.319
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,It is still one of the better sequels Hollywood has ever produced!,0.4926,0.0,0.775,0.225
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Great follow-up to the original tale of a galaxy far, far away, this film has plenty of action, one-liners, special-effects, good vs evil rivalries and a pleasantly dark ending.",0.7906,0.113,0.567,0.32
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Scattered and less focused, the second of the Star Wars trilogy to be re-released in the Special Edition format remains a deep pleasure to behold.",0.6258,0.111,0.619,0.27
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The Empire Strikes Back is a technological triumph, a cornucopia of intergalactic tchotchkes.",0.1531,0.171,0.616,0.212
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Technical virtuosity and entertainment ingenuity.,0.7096,0.0,0.337,0.663
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,Sophisticated!,0.5983,0.0,0.0,1.0
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,One of the great space operas of all time!,0.6588,0.0,0.646,0.354
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The Empire Strikes Back has always been the best written and best shot of the three Star Wars films, and with the enhancements, it looks like it will have a good chance at holding the title.",0.8658,0.122,0.561,0.317
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"Here was a blockbuster which had the audacity to mess with the most successful film formula anyone had yet discovered, a feature film which ended the way feature films just weren't supposed to end: with a cliff-hanger worthy of the old radio serials.",0.8553,0.051,0.729,0.221
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,The sequel that rose above the high standards set by its glorious predecessor.,0.6369,0.0,0.741,0.259
Star Wars,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,"The storytelling is the series' best, with a zingy balance of drama, humor, and Deep Thoughts.",0.743,0.0,0.674,0.326
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"""Return of the Jedi,"" the final act of George Lucas' first ""Star Wars"" trilogy, is the best one yet.",0.1531,0.145,0.685,0.169
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It's not a total disappointment, but compared to its two predecessors, it's definitely a minor film. ",0.6598,0.0,0.69,0.31
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,It's largely captivating at gigantic SFX and VFX spectacle; it's good at family movie and it's trivial at adult movie.,0.4215,0.05,0.818,0.132
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"'Jedi' takes a little longer to get going, but once it does, the Star Wars finale ends on a satisfying and rewarding note for fans who watch it for the first of 50th time.",0.5719,0.115,0.682,0.202
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,...a capper to a solid trilogy that's nevertheless not quite the flawless work its reputation would seem to indicate.,-0.32,0.142,0.78,0.078
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,There are all sorts of hints in the latest escapade (notionally directed by Richard Marquand) that we are meant to be taking it seriously.,-0.1779,0.069,0.931,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It's everything it ought to be -- glorious, exhilarating, exciting, absorbing, technically wondrous. But there also is something bittersweet in the knowledge that, with Jedi, we are bidding a fond farewell to all of the characters we got to know so well.",0.9376,0.025,0.673,0.302
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The characters and dialogue get lost somewhere between the bug-eyed monsters and the exploding spaceships, but it is all so much fun it probably really does not matter a whole lot.",0.5734,0.09,0.771,0.139
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The film has special effects so incredible that it will become the standard by which future efforts are measured, and it leaves the audience cheering and happy.",0.8658,0.0,0.712,0.288
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With this last of the central Star Wars cycle, there is the sense of the closing of a circle, of leaving behind real friends. It is accomplished with a weight and a new maturity that seem entirely fitting, yet the movie has lost none of its sense of fun.",0.5267,0.105,0.73,0.165
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Lucas has once again recycled the B movies of his youth: jungle movies, gangster movies, pirate movies, you name it. He culls bits from them that still have oomph and mounts them with a Sesame-Street zap.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Highly entertaining.,0.4927,0.0,0.238,0.762
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Though the 1983 film's effects seem almost quaint by today's awesome standards, Jedi has something the newer movies don't: characters we care about, not to mention a plot that involves both them and us.",0.3553,0.07,0.822,0.109
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Unfortunately, it conveys the sense that the machinery has already started to wear down, and the inventiveness to wear thin.",-0.34,0.112,0.888,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The trilogy is superior entertainment that, have assimilated its sources, has itself become the real thing, making movie history.",0.743,0.0,0.73,0.27
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"...when Luke and Darth Vader face off before the drooling Emperor, the franchise comes to its rightful fruition.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The appeal, perhaps, will be strongest to the young.",0.4404,0.0,0.734,0.266
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"For all its faults and goofy plot holes, ""Return of the Jedi"" is a solid finisher.",-0.3612,0.175,0.734,0.09
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The Force was always with it, and time, though not entirely kind, still affirms that most important truth.",0.1726,0.132,0.662,0.206
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Though slow to pick up the pace and saddled with an anticlimatic sequence at the finish, Jedi is nonetheless reasonably fast paced for its 133-minute length, a visual treat throughout.",0.4019,0.0,0.912,0.088
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With every Jedi disappointment comes a new appreciation: for the genius of John Williams' music; for all that father-son stuff that once felt so mushy and now, with maturity, feels elemental; for Han's ironic-hero stance.",0.0,0.085,0.829,0.085
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"This installment is deemed by some fans to be the best of the first Star Wars trilogy in technical accomplishment and narrative involvment, but other critics disagree.",-0.7096,0.249,0.674,0.076
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Ewok-filled finale less Force-ful than previous.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"It is not as exciting as Star Wars itself, which had the advantage of novelty. But it is better and more satisfying than The Empire Strikes Back...",-0.1368,0.23,0.554,0.216
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,Return is such a dud that no amount of [Special Edition] reworking could have saved it.,-0.1027,0.221,0.632,0.147
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The finale to the saga's first chapter wobbles from time to time and the mythology grows a little woolly, but that spectacular conclusion is hard to resist.",-0.1531,0.06,0.94,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,The space battles are well-staged and various loose narrative threads are pulled together neatly.,-0.3612,0.268,0.601,0.131
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"With its feints at horror and pathos, the third Star Wars film is the most Disney-esque in its emotional outline, yet that outline is buried beneath an obnoxiously hyped-up pace that reduces the emotions to rubble.",-0.875,0.24,0.724,0.036
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The third Star Wars film, and the sixth in the series, begins with a bang as our heroes try to wrap up the threads left hanging at the end of The Empire Strikes Back.",-0.4215,0.155,0.761,0.084
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"In scope and ambition, Jediresembles nothing so much as the next level of a computer game, with a new environment, new gadgets and new creatures.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"The problems with Jedi cannot be fixed even with the best digital software in the galaxy: the weak story, the bad performances, the burp jokes, and Luke's bizarre-looking hair mop.",-0.4404,0.226,0.62,0.154
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,First-class entertainment.,0.4215,0.0,0.263,0.737
Star Wars,STAR WARS: EPISODE VI - RETURN OF THE JEDI,"Along with some equally captivating special effects and a heavy dose of action, Return of the Jedi is still a solid combination of everything you love about the first two movies.",0.8176,0.0,0.754,0.246
